,0,1,2
86,Sanofi,SNY,http://investsnips.com/sanofi-sny/
87,Savara Inc.,SVRA,http://investsnips.com/85031-2/
88,scPharmaceuticals Inc.,SCPH,http://investsnips.com/scpharmaceuticals-inc-scph/
89,"SCYNEXIS, Inc.",SCYX,http://investsnips.com/scynexis-inc-scyx/
90,Sol-Gel Technologies Ltd.,SLGL,http://investsnips.com/sol-gel-technologies-ltd-slgl/
91,SteadyMed Ltd,STDY,http://investsnips.com/steadymed-stdy/
92,"Supernus Pharmaceuticals, Inc.",SUPN,http://investsnips.com/supernus-pharmaceuticals-supn/
93,Taro Pharmaceutical Industries Ltd.,TARO,http://investsnips.com/taro-pharmaceutical-industries-taro/
94,"Teligent, Inc.",TLGT,http://investsnips.com/teligent-inc-tlgt/
95,"Tetraphase Pharmaceuticals, Inc.",TTPH,http://investsnips.com/tetraphase-pharmaceuticals-inc-ttph/
96,Teva Pharmaceutical Industries Limited,TEVA,http://investsnips.com/teva-pharmaceutical-industries-teva/
97,The Medicines Company,MDCO,http://investsnips.com/the-medicines-company-mdco/
98,"TherapeuticsMD, Inc.",TXMD,http://investsnips.com/therapeuticsmd-txmd/
99,"Valeant Pharmaceuticals International, Inc.",VRX,http://investsnips.com/valeant-pharmaceuticals-international-vrx/
100,VTV Therapeutics Inc.,VTVT,http://investsnips.com/vtv-therapeutics-inc-vtvt/
101,Zoetis Inc.,ZTS,http://investsnips.com/zoetis-zts/
102,"Zogenix, Inc.",ZGNX,http://investsnips.com/zogenix-zgnx/
103,Zosano Pharma Corporation,ZSAN,http://investsnips.com/zosano-pharma-corporation-zsan/
